run_key,seed_pair_index,seed_run_index,reference_seed,label_seed,scale,noise_fraction,noise_sigma,noise_realization,noise_seed,train_radial_rms,n_basis,n_affine_modes,n_diffusion_modes,regularization_strength,penalty_power,validation_selection_score,validation_observed_nrmse,validation_reduced_chi2,validation_latent_nrmse_radial,validation_hidden_nrmse_tangential,validation_hidden_nrmse_3d
seedpair00_ref20260805_label20260804_noise02000_rep006_seed2026082706,0,31,20260805,20260804,fiducial,0.2,53.45736559288176,6,2026082706,267.2868279644088,2050,3,2047,0.0001,2.0,1.7410298678876002,0.2647592551265945,1.7410298678876002,0.1657570987804494,0.5752483593066547,0.4576634202020864
seedpair00_ref20260805_label20260804_noise02000_rep007_seed2026082707,0,32,20260805,20260804,fiducial,0.2,53.45736559288176,7,2026082707,267.2868279644088,2050,3,2047,0.0001,2.0,1.6961928752027375,0.2573518928245733,1.6961928752027375,0.1644588707958497,0.5680401481717703,0.452041777257939
seedpair00_ref20260805_label20260804_noise02000_rep008_seed2026082708,0,33,20260805,20260804,fiducial,0.2,53.45736559288176,8,2026082708,267.2868279644088,1539,3,1536,0.0001,2.0,1.72928227695895,0.260271546518105,1.72928227695895,0.1739566649805333,0.5848334409017184,0.4660895593885013
seedpair00_ref20260805_label20260804_noise02000_rep009_seed2026082709,0,34,20260805,20260804,fiducial,0.2,53.45736559288176,9,2026082709,267.2868279644088,2050,3,2047,0.0001,2.0,1.6159421104467306,0.2525114442631851,1.6159421104467306,0.1750735788962458,0.5954369550975357,0.4742374859272683
seedpair00_ref20260805_label20260804_noise02000_rep010_seed2026082710,0,35,20260805,20260804,fiducial,0.2,53.45736559288176,10,2026082710,267.2868279644088,2050,3,2047,0.0001,2.0,1.8069223262735736,0.2661138388134091,1.8069223262735736,0.1648793715426251,0.564175323573925,0.4491913581327125
seedpair00_ref20260805_label20260804_noise02000_rep011_seed2026082711,0,36,20260805,20260804,fiducial,0.2,53.45736559288176,11,2026082711,267.2868279644088,1795,3,1792,0.0001,2.0,1.6188175117851002,0.2533063708238133,1.6188175117851002,0.1662354523399822,0.5814244631118577,0.4623891324424422
seedpair00_ref20260805_label20260804_noise04000_rep000_seed2026082700,0,37,20260805,20260804,fiducial,0.4,106.91473118576351,0,2026082700,267.2868279644088,1795,3,1792,0.0001,2.0,1.332333709726117,0.4251665527918777,1.332333709726117,0.2350142806545897,0.6420333575383336,0.5189622032965095
seedpair00_ref20260805_label20260804_noise04000_rep001_seed2026082701,0,38,20260805,20260804,fiducial,0.4,106.91473118576351,1,2026082701,267.2868279644088,1539,3,1536,0.0001,2.0,1.2938381351134274,0.4325621028821568,1.2938381351134274,0.2398050223376477,0.6523376722654486,0.5274763334851785
seedpair00_ref20260805_label20260804_noise04000_rep002_seed2026082702,0,39,20260805,20260804,fiducial,0.4,106.91473118576351,2,2026082702,267.2868279644088,1795,3,1792,0.0001,2.0,1.3473619487204045,0.4622439888349998,1.3473619487204045,0.2287022787233563,0.6263103486700492,0.5061523464700759
seedpair00_ref20260805_label20260804_noise04000_rep003_seed2026082703,0,40,20260805,20260804,fiducial,0.4,106.91473118576351,3,2026082703,267.2868279644088,2050,3,2047,0.0001,2.0,1.1321351236041133,0.4027983985382193,1.1321351236041133,0.2446760044499016,0.6879286717304468,0.5547828624654535
seedpair00_ref20260805_label20260804_noise04000_rep004_seed2026082704,0,41,20260805,20260804,fiducial,0.4,106.91473118576351,4,2026082704,267.2868279644088,1539,3,1536,0.0001,2.0,1.308794733133709,0.4222832130495403,1.308794733133709,0.2241196808681588,0.6435746641222035,0.5181775631910127
seedpair00_ref20260805_label20260804_noise04000_rep005_seed2026082705,0,42,20260805,20260804,fiducial,0.4,106.91473118576351,5,2026082705,267.2868279644088,1539,3,1536,0.0001,2.0,1.3127711892660392,0.4274525884989664,1.3127711892660392,0.2369310647565202,0.6347202881558479,0.5138911836031277
seedpair00_ref20260805_label20260804_noise04000_rep006_seed2026082706,0,43,20260805,20260804,fiducial,0.4,106.91473118576351,6,2026082706,267.2868279644088,1539,3,1536,0.0001,2.0,1.3835898146907175,0.4479214619133423,1.3835898146907175,0.2262836590260585,0.6331033900058192,0.5107647231000654
seedpair00_ref20260805_label20260804_noise04000_rep007_seed2026082707,0,44,20260805,20260804,fiducial,0.4,106.91473118576351,7,2026082707,267.2868279644088,1283,3,1280,0.0001,2.0,1.325848757303728,0.4268019186037707,1.325848757303728,0.22524426059913,0.6250508242607759,0.5045955067395878
seedpair00_ref20260805_label20260804_noise04000_rep008_seed2026082708,0,45,20260805,20260804,fiducial,0.4,106.91473118576351,8,2026082708,267.2868279644088,1539,3,1536,0.0001,2.0,1.3508969996642757,0.4324489484152344,1.3508969996642757,0.2408027350613433,0.6548805371347393,0.5295439322634052
seedpair00_ref20260805_label20260804_noise04000_rep009_seed2026082709,0,46,20260805,20260804,fiducial,0.4,106.91473118576351,9,2026082709,267.2868279644088,1539,3,1536,0.0001,2.0,1.2370734987171332,0.4182897847547091,1.2370734987171332,0.2461627931543699,0.6786703862807673,0.5481679280320365
seedpair00_ref20260805_label20260804_noise04000_rep010_seed2026082710,0,47,20260805,20260804,fiducial,0.4,106.91473118576351,10,2026082710,267.2868279644088,2050,3,2047,0.0001,2.0,1.4176819975826855,0.4432496875029389,1.4176819975826855,0.2292033163036974,0.6147028988839989,0.4976372824251955
seedpair00_ref20260805_label20260804_noise04000_rep011_seed2026082711,0,48,20260805,20260804,fiducial,0.4,106.91473118576351,11,2026082711,267.2868279644088,1539,3,1536,0.0001,2.0,1.239315799563617,0.4197947111710136,1.239315799563617,0.2284906419163881,0.6513168955427608,0.5247021936666206
seedpair00_ref20260805_label20260804_noise08000_rep000_seed2026082700,0,49,20260805,20260804,fiducial,0.8,213.82946237152703,0,2026082700,267.2868279644088,643,3,640,0.0001,2.0,1.1807787664227185,0.6622173269018269,1.1807787664227185,0.3626001126805254,0.8569814912678446,0.7021975640756287
seedpair00_ref20260805_label20260804_noise08000_rep001_seed2026082701,0,50,20260805,20260804,fiducial,0.8,213.82946237152703,1,2026082701,267.2868279644088,643,3,640,0.0001,1.0,1.1466262713882525,0.686702610617272,1.1466262713882525,0.35298647601224,0.9145559463207782,0.7426290229205305
seedpair00_ref20260805_label20260804_noise08000_rep002_seed2026082702,0,51,20260805,20260804,fiducial,0.8,213.82946237152703,2,2026082702,267.2868279644088,259,3,256,0.0001,1.0,1.2296098437935965,0.7527466643538105,1.2296098437935965,0.3811311385340784,0.8645938300045195,0.7116583232717552
seedpair00_ref20260805_label20260804_noise08000_rep003_seed2026082703,0,52,20260805,20260804,fiducial,0.8,213.82946237152703,3,2026082703,267.2868279644088,1027,3,1024,0.0001,2.0,1.0397553513360456,0.6557574519335938,1.0397553513360456,0.375883886752361,0.9628482848108524,0.7826572799315351
seedpair00_ref20260805_label20260804_noise08000_rep004_seed2026082704,0,53,20260805,20260804,fiducial,0.8,213.82946237152703,4,2026082704,267.2868279644088,1027,3,1024,0.0001,2.0,1.2049781150138206,0.6727839188606819,1.2049781150138206,0.3725270318393894,0.8933994767839489,0.7309121853400483
seedpair00_ref20260805_label20260804_noise08000_rep005_seed2026082705,0,54,20260805,20260804,fiducial,0.8,213.82946237152703,5,2026082705,267.2868279644088,643,3,640,0.0001,2.0,1.1697551676910063,0.6744058275940703,1.1697551676910063,0.3869673510619086,0.8633890837447722,0.7120416857220211
seedpair00_ref20260805_label20260804_noise08000_rep006_seed2026082706,0,55,20260805,20260804,fiducial,0.8,213.82946237152703,6,2026082706,267.2868279644088,387,3,384,0.0001,1.0,1.2410802765102416,0.7100131477819565,1.2410802765102416,0.3501856651665188,0.8280367096555169,0.6784460321022489
seedpair00_ref20260805_label20260804_noise08000_rep007_seed2026082707,0,56,20260805,20260804,fiducial,0.8,213.82946237152703,7,2026082707,267.2868279644088,514,3,511,0.0001,1.0,1.1932432502687926,0.6711840934130093,1.1932432502687926,0.3455794281571558,0.8757323255886007,0.7125601592075572
seedpair00_ref20260805_label20260804_noise08000_rep008_seed2026082708,0,57,20260805,20260804,fiducial,0.8,213.82946237152703,8,2026082708,267.2868279644088,643,3,640,0.0001,2.0,1.2196182473621957,0.6838636051293309,1.2196182473621957,0.3675811154126309,0.926177097027844,0.7540135293361823
seedpair00_ref20260805_label20260804_noise08000_rep009_seed2026082709,0,58,20260805,20260804,fiducial,0.8,213.82946237152703,9,2026082709,267.2868279644088,514,3,511,0.0001,2.0,1.072540978714362,0.6589286205710677,1.072540978714362,0.3751002387530665,0.919443052787697,0.7505450215072035
seedpair00_ref20260805_label20260804_noise08000_rep010_seed2026082710,0,59,20260805,20260804,fiducial,0.8,213.82946237152703,10,2026082710,267.2868279644088,387,3,384,0.0001,1.0,1.244197772679334,0.6914664479199597,1.244197772679334,0.3529844349948408,0.818029696733107,0.6717125921956235
seedpair00_ref20260805_label20260804_noise08000_rep011_seed2026082711,0,60,20260805,20260804,fiducial,0.8,213.82946237152703,11,2026082711,267.2868279644088,514,3,511,0.0001,2.0,1.0798576269653644,0.6611477822663611,1.0798576269653644,0.3636694756997295,0.8925350004049208,0.7284892575009779
seedpair01_ref20260815_label20260814_noise00000_rep000_seed2026083700,1,0,20260815,20260814,fiducial,0.0,0.0,0,2026083700,273.27124989347226,2050,3,2047,1e-06,2.0,0.1320711823956958,0.1320711823956958,,0.1320711823956958,0.7783652667812593,0.5904626474779614
seedpair01_ref20260815_label20260814_noise00500_rep000_seed2026083700,1,1,20260815,20260814,fiducial,0.05,13.663562494673611,0,2026083700,273.27124989347226,2050,3,2047,0.0001,2.0,9.037385507270487,0.1494451623653798,9.037385507270487,0.1404458616457025,0.6451184069588046,0.4928284393956769
seedpair01_ref20260815_label20260814_noise00500_rep001_seed2026083701,1,2,20260815,20260814,fiducial,0.05,13.663562494673611,1,2026083701,273.27124989347226,2050,3,2047,0.0001,2.0,8.695196883966705,0.1467322556778341,8.695196883966705,0.1357765721476267,0.6383881652205119,0.487292280726284
seedpair01_ref20260815_label20260814_noise00500_rep002_seed2026083702,1,3,20260815,20260814,fiducial,0.05,13.663562494673611,2,2026083702,273.27124989347226,2050,3,2047,0.0001,2.0,8.277696298970827,0.1434669773314575,8.277696298970827,0.1356413294313461,0.6394415249596727,0.4880526244784317
seedpair01_ref20260815_label20260814_noise00500_rep003_seed2026083703,1,4,20260815,20260814,fiducial,0.05,13.663562494673611,3,2026083703,273.27124989347226,2050,3,2047,0.0001,2.0,8.330691302838215,0.1433892531674809,8.330691302838215,0.1362722836837312,0.6426595294811108,0.4905024854860025
seedpair01_ref20260815_label20260814_noise00500_rep004_seed2026083704,1,5,20260815,20260814,fiducial,0.05,13.663562494673611,4,2026083704,273.27124989347226,2050,3,2047,0.0001,2.0,8.788007838316684,0.1477921042383951,8.788007838316684,0.1375947644408502,0.6335036703200205,0.4839154079716333
seedpair01_ref20260815_label20260814_noise00500_rep005_seed2026083705,1,6,20260815,20260814,fiducial,0.05,13.663562494673611,5,2026083705,273.27124989347226,2050,3,2047,0.0001,2.0,8.573546489383727,0.1456752998370433,8.573546489383727,0.1373195353013942,0.6417944219456315,0.4899923124551734
seedpair01_ref20260815_label20260814_noise00500_rep006_seed2026083706,1,7,20260815,20260814,fiducial,0.05,13.663562494673611,6,2026083706,273.27124989347226,2050,3,2047,0.0001,2.0,8.213836867552827,0.1427531845996832,8.213836867552827,0.1361448668294023,0.6402519451284115,0.4887115119427466
seedpair01_ref20260815_label20260814_noise00500_rep007_seed2026083707,1,8,20260815,20260814,fiducial,0.05,13.663562494673611,7,2026083707,273.27124989347226,2050,3,2047,0.0001,2.0,8.739786868508121,0.1474889200844112,8.739786868508121,0.1370910588896226,0.6431057556804861,0.4909312308239721
seedpair01_ref20260815_label20260814_noise00500_rep008_seed2026083708,1,9,20260815,20260814,fiducial,0.05,13.663562494673611,8,2026083708,273.27124989347226,2050,3,2047,0.0001,2.0,8.788326690652365,0.1473991960080166,8.788326690652365,0.136333781913674,0.6421478694294404,0.4901326235288816
seedpair01_ref20260815_label20260814_noise00500_rep009_seed2026083709,1,10,20260815,20260814,fiducial,0.05,13.663562494673611,9,2026083709,273.27124989347226,2050,3,2047,0.0001,2.0,8.087275422011183,0.1420035693000224,8.087275422011183,0.1391249041358603,0.6378062808576411,0.4872762333715856
seedpair01_ref20260815_label20260814_noise00500_rep010_seed2026083710,1,11,20260815,20260814,fiducial,0.05,13.663562494673611,10,2026083710,273.27124989347226,2050,3,2047,0.0001,2.0,8.345969755409161,0.1442851605897429,8.345969755409161,0.137278862727945,0.645590144108527,0.4927860813240752
seedpair01_ref20260815_label20260814_noise00500_rep011_seed2026083711,1,12,20260815,20260814,fiducial,0.05,13.663562494673611,11,2026083711,273.27124989347226,2050,3,2047,0.0001,2.0,8.814500058717863,0.147695676305438,8.814500058717863,0.138184127979195,0.6409382060963029,0.4894674456176583
seedpair01_ref20260815_label20260814_noise01000_rep000_seed2026083700,1,13,20260815,20260814,fiducial,0.1,27.327124989347222,0,2026083700,273.27124989347226,2050,3,2047,0.0001,2.0,3.312715525902063,0.1800613024747201,3.312715525902063,0.1497609655320087,0.6545108007251965,0.5009315284528658
seedpair01_ref20260815_label20260814_noise01000_rep001_seed2026083701,1,14,20260815,20260814,fiducial,0.1,27.327124989347222,1,2026083701,273.27124989347226,2050,3,2047,0.0001,2.0,3.152707539461143,0.1759802322607986,3.152707539461143,0.1406962892767131,0.6406538444276004,0.4895707212344828
seedpair01_ref20260815_label20260814_noise01000_rep002_seed2026083702,1,15,20260815,20260814,fiducial,0.1,27.327124989347222,2,2026083702,273.27124989347226,2050,3,2047,0.0001,2.0,2.9808215513616667,0.171817656659657,2.9808215513616667,0.1402723978376909,0.6429805384044045,0.4912316535087079
seedpair01_ref20260815_label20260814_noise01000_rep003_seed2026083703,1,16,20260815,20260814,fiducial,0.1,27.327124989347222,3,2026083703,273.27124989347226,2050,3,2047,0.0001,2.0,2.886104012755802,0.1678846292177895,2.886104012755802,0.1414505479733009,0.649346048579539,0.4960685871665765
seedpair01_ref20260815_label20260814_noise01000_rep004_seed2026083704,1,17,20260815,20260814,fiducial,0.1,27.327124989347222,4,2026083704,273.27124989347226,2050,3,2047,0.0001,2.0,3.125247370536349,0.1759054106340438,3.125247370536349,0.1438937984833001,0.6306163028209891,0.4825916374699634
seedpair01_ref20260815_label20260814_noise01000_rep005_seed2026083705,1,18,20260815,20260814,fiducial,0.1,27.327124989347222,5,2026083705,273.27124989347226,2050,3,2047,0.0001,2.0,3.037429062631285,0.1727103905034352,3.037429062631285,0.1433642778735462,0.6474954298445894,0.4949458695107204
seedpair01_ref20260815_label20260814_noise01000_rep006_seed2026083706,1,19,20260815,20260814,fiducial,0.1,27.327124989347222,6,2026083706,273.27124989347226,2050,3,2047,0.0001,2.0,2.827150181746609,0.1670198283665886,2.827150181746609,0.1414980802975975,0.64499680260482,0.4928704124843818
seedpair01_ref20260815_label20260814_noise01000_rep007_seed2026083707,1,20,20260815,20260814,fiducial,0.1,27.327124989347222,7,2026083707,273.27124989347226,1795,3,1792,0.0001,2.0,3.1530461343807312,0.1769159644554935,3.1530461343807312,0.1429335635246766,0.6533960880773121,0.4992376531256651
seedpair01_ref20260815_label20260814_noise01000_rep008_seed2026083708,1,21,20260815,20260814,fiducial,0.1,27.327124989347222,8,2026083708,273.27124989347226,2050,3,2047,0.0001,2.0,3.204357778253422,0.177143412314105,3.204357778253422,0.1412970267003105,0.6486517254255422,0.4955378749488409
seedpair01_ref20260815_label20260814_noise01000_rep009_seed2026083709,1,22,20260815,20260814,fiducial,0.1,27.327124989347222,9,2026083709,273.27124989347226,2050,3,2047,0.0001,2.0,2.792449496217318,0.166803622220124,2.792449496217318,0.1466038124692778,0.6390994448259965,0.4891847111845111
seedpair01_ref20260815_label20260814_noise01000_rep010_seed2026083710,1,23,20260815,20260814,fiducial,0.1,27.327124989347222,10,2026083710,273.27124989347226,1795,3,1792,0.0001,2.0,2.919525112018217,0.1706353668723675,2.919525112018217,0.1429257198236822,0.6589464219785935,0.5033261657210344
seedpair01_ref20260815_label20260814_noise01000_rep011_seed2026083711,1,24,20260815,20260814,fiducial,0.1,27.327124989347222,11,2026083711,273.27124989347226,1795,3,1792,0.0001,2.0,3.1877404880212583,0.1768876040281771,3.1877404880212583,0.1450723297272529,0.6499216267142609,0.4969492848678136
seedpair01_ref20260815_label20260814_noise02000_rep000_seed2026083700,1,25,20260815,20260814,fiducial,0.2,54.65424997869445,0,2026083700,273.27124989347226,2050,3,2047,0.0001,2.0,1.8280426657066824,0.263027454287935,1.8280426657066824,0.1775431080111758,0.6825089519966812,0.5253361601092557
seedpair01_ref20260815_label20260814_noise02000_rep001_seed2026083701,1,26,20260815,20260814,fiducial,0.2,54.65424997869445,1,2026083701,273.27124989347226,2050,3,2047,0.0001,2.0,1.759124997697195,0.2588222050096563,1.759124997697195,0.1613761115876922,0.6536380544818805,0.5018659990913639
seedpair01_ref20260815_label20260814_noise02000_rep002_seed2026083702,1,27,20260815,20260814,fiducial,0.2,54.65424997869445,2,2026083702,273.27124989347226,2050,3,2047,0.0001,2.0,1.7100463080459245,0.2571491122434183,1.7100463080459245,0.1600665687100539,0.6590859866477007,0.5056787317241225
seedpair01_ref20260815_label20260814_noise02000_rep003_seed2026083703,1,28,20260815,20260814,fiducial,0.2,54.65424997869445,3,2026083703,273.27124989347226,2050,3,2047,0.0001,2.0,1.5414724982034256,0.2412163795533937,1.5414724982034256,0.1619884488958079,0.6713760422509955,0.5149615735606964
seedpair01_ref20260815_label20260814_noise02000_rep004_seed2026083704,1,29,20260815,20260814,fiducial,0.2,54.65424997869445,4,2026083704,273.27124989347226,2050,3,2047,0.0001,2.0,1.6715292671350075,0.2544366585677855,1.6715292671350075,0.1659089891671702,0.6327563020363222,0.4872348757055871
seedpair01_ref20260815_label20260814_noise02000_rep005_seed2026083705,1,30,20260815,20260814,fiducial,0.2,54.65424997869445,5,2026083705,273.27124989347226,1539,3,1536,0.0001,2.0,1.644606499580691,0.2504216426222094,1.644606499580691,0.1673047674290411,0.6695585306246896,0.5143722685446422
seedpair01_ref20260815_label20260814_noise02000_rep006_seed2026083706,1,31,20260815,20260814,fiducial,0.2,54.65424997869445,6,2026083706,273.27124989347226,2050,3,2047,0.0001,2.0,1.5114689693323304,0.2412255614526789,1.5114689693323304,0.1630908860190771,0.6645893756549266,0.5101358594719884
